Labor Category Entry Name|Description|InactiveFlag|Labor Category Name
40698037_0|P-004722-Clin Coordinator- Neurosurgery-SDCMP|0|Position_Record_Number
40698047_0|P-008994-MED AST 2-SDMED|0|Position_Record_Number
40698098_0|P-008922-NURSE AID SR-SDMED|0|Position_Record_Number
40698103_0|P-008916-VOC NURSE SR-SDMED|0|Position_Record_Number
40698169_0|P-006039-CLIN APPLICATIONS PROFL 4-SDMED|0|Position_Record_Number
40698190_0|P-009139-CLIN NURSE 2-SDCMP|0|Position_Record_Number
40698301_0|P-009102-CT TCHNO SR-SDMED|0|Position_Record_Number
40698313_0|P-008930-SURGICAL TCHN SR-SDMED|0|Position_Record_Number
40698336_0|P-005808-Dir Organ Clinical Operations-SDMED|0|Position_Record_Number
40698339_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40698364_0|P-007176-DATABASE ADM 2-SDMED|0|Position_Record_Number
40698398_0|P-009434-MED AST 3-SDCMP|0|Position_Record_Number
40698422_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40698426_0|P-009048-RESP THER 2-SDMED|0|Position_Record_Number
40698592_0|P-005087-MED CTR CUSTODIAN-SDMED|0|Position_Record_Number
40698640_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40698667_0|P-009251-Front Desk-Call Ctr Specialist-SDCMP|0|Position_Record_Number
40698698_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40698711_0|P-009000-Call Center Specialist Lead-SDCMP|0|Position_Record_Number
40698814_0|P-004192-Supv Storehouse-SDMED|0|Position_Record_Number
40698819_0|P-008939-CLIN LAB SCI SPEC-SDMED|0|Position_Record_Number
40698823_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40698907_0|P-009251-Call Center Specialist-SDMED|0|Position_Record_Number
40698977_0|P-009281-PHARMACY TCHN 3-SDMED|0|Position_Record_Number
40698987_0|P-007146-EHS SPEC 3-SDMED|0|Position_Record_Number
40698998_0|P-004207-REGL HC SPEC 3-SDMED|0|Position_Record_Number
40699004_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40699026_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40699028_0|P-006619-REVENUE CYCLE HC SUPV 2-SDMED|0|Position_Record_Number
40699041_0|P-008922-NURSE AID SR-SDMED|0|Position_Record_Number
40699044_1|P-008994-MED AST 2-SDMED|0|Position_Record_Number
40699049_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40699082_0|P-009257-HOSP UNIT SVC CRD 3-SDMED|0|Position_Record_Number
40699124_0|P-000213-Controller PG Accounting-PHSO-SDCMP|0|Position_Record_Number
40699135_1|P-009247-STF PHARMACIST 2-SDMED|0|Position_Record_Number
40699157_0|P-009084-MRI TCHNO PD-SDMED|0|Position_Record_Number
40699178_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40699242_0|P-007588-REVENUE CYCLE HC ANL 4-SDMED|0|Position_Record_Number
40699293_0|P-006508-NURSE SVC SUPV 2-SDMED|0|Position_Record_Number
40699370_0|P-005087-MED CTR CUSTODIAN-SDMED|0|Position_Record_Number
40699384_0|P-006619-REVENUE CYCLE HC SUPV 2-SDCMP|0|Position_Record_Number
40699411_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40699416_0|P-009313-CLIN SOCIAL WORKER 3-SDMED|0|Position_Record_Number
40699426_0|P-009251-Call Center Specialist-SDCMP|0|Position_Record_Number
40699434_0|P-009147-NURSE PRACT 2-SDMED|0|Position_Record_Number
40699461_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40699477_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40699501_0|P-009251-Patient Access Representative-SDMED|0|Position_Record_Number
40700257_0|P-009247-STAFF PHARMACIST 2-SDMED|0|Position_Record_Number
40700283_0|P-009079-MRI TCHNO SR-SDMED|0|Position_Record_Number
40700295_0|P-006525-QUALITY IMPROVEMENT HC SPEC 4-SDMED|0|Position_Record_Number
40700334_0|P-004663-PATIENT BILLER 3-SDCMP|0|Position_Record_Number
40700336_0|P-009138-CLIN NURSE 3-SDMED|0|Position_Record_Number
40700363_0|P-004171-AMBUL CARE ADMSTN SUPV 2-SDCMP|0|Position_Record_Number
40700421_0|P-007358-BUS TCHL SUPP ANL 3 TX-SDMED|0|Position_Record_Number
40700425_0|P-009138-CLIN NURSE 3-SDMED|0|Position_Record_Number
40700441_0|P-006568-Mgr. Hospital Lab Ops-SDMED|0|Position_Record_Number
40700466_0|P-009408-SPEECH PATHOLOGIST SR NEX-SDMED|0|Position_Record_Number
40700496_0|P-004909-COMM AND NETWORK TCHL ANL 4 TX-SDMED|0|Position_Record_Number
40700506_0|P-000488-Senior Facilities Planner-SDMED|0|Position_Record_Number
40700521_0|P-009119-NURSE PD-SDMED|0|Position_Record_Number
40700542_2|P-004732-HEALTH INFO CODER 4-SDMED|0|Position_Record_Number
40700559_0|P-006049-Value Based Care Analyst-SDCMP|0|Position_Record_Number
40700562_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40700573_0|P-009138-CLIN NURSE 3-SDMED|0|Position_Record_Number
40700589_0|P-009298-TELEMETRY TCHN-SDMED|0|Position_Record_Number
40700613_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40700620_0|P-009086-CT TCHNO-SDMED|0|Position_Record_Number
40700639_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40700663_0|P-008965-ULTRASOUND TCHNO PRN-SDMED|0|Position_Record_Number
40700672_0|P-006039-CLIN APPLICATIONS PROFL 4-SDMED|0|Position_Record_Number
40700699_0|P-006039-Sr Revenue Cycle App Analyst-SDMED|0|Position_Record_Number
40700745_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40700797_0|P-009313-CLIN SOCIAL WORKER 3-SDMED|0|Position_Record_Number
40700809_0|P-005419-REG DIETETIC TCHN-SDMED|0|Position_Record_Number
40700922_0|P-009251-HOSP BLANK AST 3-SDCMP|0|Position_Record_Number
40700968_2|P-007377-ADMIN OFCR 3-SDMED|0|Position_Record_Number
40700969_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40700978_0|P-004628-Financial Analyst-SDMED|0|Position_Record_Number
40700979_0|P-008994-MED AST 2-SDCMP|0|Position_Record_Number
40700999_0|P-004855-PHARMACIST 5 HX-SDMED|0|Position_Record_Number
40701005_0|P-006479-CASE MGT HC SUPV 2-SDMED|0|Position_Record_Number
40701039_0|P-009251-Front Desk Coordinator-SDMED|0|Position_Record_Number
40701040_0|P-006619-Supv Gov Billing & Follow Up-SDMED|0|Position_Record_Number
40701059_0|P-004663-PATIENT BILLER 3-SDMED|0|Position_Record_Number
40701074_0|P-009485-PHYS THER PD-SDMED|0|Position_Record_Number
40701086_0|P-004855-PHARMACIST 5 HX-SDMED|0|Position_Record_Number
40701092_0|P-000597-DATABASE ADM 4-SDCMP|0|Position_Record_Number
40701142_0|P-004909-COMM AND NETWORK TCHL ANL 4 TX-SDMED|0|Position_Record_Number
40701154_0|P-004735-HEALTH INFO CODER 1-SDCMP|0|Position_Record_Number
40701190_0|P-009184-ULTRASOUND TCHNO LD-SDMED|0|Position_Record_Number
40701239_0|P-004672-CLERK SR OR SECR-SDMED|0|Position_Record_Number
40701250_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40701306_0|P-006789-Executive Dir Lifesharing-SDMED|0|Position_Record_Number
40701318_0|P-009247-STAFF PHARMACIST 2-SDMED|0|Position_Record_Number
40701339_0|P-005941-SYS INTEGRATION ENGR 4-SDMED|0|Position_Record_Number
40701355_0|P-009490-OCCUPATIONAL THER 2 PD-SDMED|0|Position_Record_Number
40701374_0|P-009000-Lead Security Agent-SDMED|0|Position_Record_Number
40701426_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40701470_0|P-009313-CLIN SOCIAL WORKER 3-SDMED|0|Position_Record_Number
40701496_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40701573_0|P-009015-RAD THER TCHNO PD-SDMED|0|Position_Record_Number
40701582_0|P-009011-RAD THER TCHNO CHF ASC-SDMED|0|Position_Record_Number
40701626_0|P-008994-MED AST 2-SDMED|0|Position_Record_Number
40701676_0|P-009000-Call Center Specialist Lead-SDCMP|0|Position_Record_Number
40701758_0|P-005933-BIOINFORMATICS PROGR 4-SDMED|0|Position_Record_Number
40701771_1|P-005087-MED CTR CUSTODIAN-SDMED|0|Position_Record_Number
40701772_0|P-005760-Contract Manager-SDCMP|0|Position_Record_Number
40701778_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40701787_0|P-009251-HOSP BLANK AST 3-SDMED|0|Position_Record_Number
40701794_0|P-009251-Rehabilitation Care Partner-SDMED|0|Position_Record_Number
40701806_0|P-008922-NURSE AID SR-SDMED|0|Position_Record_Number
40701827_0|P-008922-NURSE AID SR-SDMED|0|Position_Record_Number
40701851_0|P-004172-Supv HNS-Audiology Clinic-SDMED|0|Position_Record_Number
40701858_0|P-009251-Patient Service Representative-SDCMP|0|Position_Record_Number
40701871_0|P-009119-NURSE PD-SDMED|0|Position_Record_Number
40701873_0|P-006569-CLIN LAB SUPV 2-SDMED|0|Position_Record_Number
40701942_0|P-009281-PHARMACY TCHN 3-SDMED|0|Position_Record_Number
40698539_0|P-008939-CLIN LAB SCI SPEC-SDMED|0|Position_Record_Number
40698553_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40698602_0|P-009054-RESP CARE PRACT TCHN-SDMED|0|Position_Record_Number
40698705_0|P-007943-PHYS THER 3 NEX-SDCMP|0|Position_Record_Number
40698732_1|S-009298-TELEMETRY TCHN-SDMED|0|Position_Record_Number
40698738_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40698786_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40698829_0|P-009298-TELEMETRY TCHN-SDMED|0|Position_Record_Number
40698856_0|P-009408-SPEECH PATHOLOGIST SR NEX-SDMED|0|Position_Record_Number
40698860_0|P-009007-DOSIMETRIST SR-SDMED|0|Position_Record_Number
40698863_0|P-009146-NURSE PRACT 3-SDMED|0|Position_Record_Number
40698952_0|P-004477-AMBUL CARE ADMSTN CRD 2 CX-SDMED|0|Position_Record_Number
40698984_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40698989_1|P-005087-MED CTR CUSTODIAN-SDMED|0|Position_Record_Number
40699022_0|P-008939-CLIN LAB SCI SPEC-SDMED|0|Position_Record_Number
40699227_0|P-009251-Call Center Specialist-SDCMP|0|Position_Record_Number
40699231_0|P-009000-HOSP BLANK AST 4-SDCMP|0|Position_Record_Number
40699254_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40699266_0|P-004663-PATIENT BILLER 3-SDMED|0|Position_Record_Number
40699267_0|P-009251-Front Desk-Call Ctr Specialist-SDCMP|0|Position_Record_Number
40699284_0|P-009138-CLIN NURSE 3-SDMED|0|Position_Record_Number
40699399_0|P-004672-CLERK SR OR SECR-SDMED|0|Position_Record_Number
40699420_0|P-006887-Supv Perfusion-SDMED|0|Position_Record_Number
40699421_0|P-009281-PHARMACY TCHN 3-SDMED|0|Position_Record_Number
40699422_0|P-005087-MED CTR CUSTODIAN-SDMED|0|Position_Record_Number
40703358_0|P-006210-CLIN REGIS ANL 3-SDMED|0|Position_Record_Number
40703422_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40703441_0|P-009252-Patient Lift Team-SDMED|0|Position_Record_Number
40703460_0|P-008965-ULTRASOUND TCHNO PRN-SDMED|0|Position_Record_Number
40703473_0|P-005087-MED CTR CUSTODIAN-SDMED|0|Position_Record_Number
40703478_0|P-008939-CLIN LAB SCI SPEC-SDMED|0|Position_Record_Number
40703480_0|P-008994-MED AST 2-SDCMP|0|Position_Record_Number
40703512_0|P-009156-BIOMED EQUIP TCHN 2-SDMED|0|Position_Record_Number
40703578_0|P-009138-CLIN NURSE 3-SDMED|0|Position_Record_Number
40703579_0|P-006506-Nurse Manager-SDMED|0|Position_Record_Number
40703589_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40703593_0|P-004663-PATIENT BILLER 3-SDCMP|0|Position_Record_Number
40703605_0|P-006537-Sr Dir Center for Transplant-SDMED|0|Position_Record_Number
40703629_0|P-008930-SURGICAL TCHN SR-SDMED|0|Position_Record_Number
40703636_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40703692_0|P-009003-NUC MED TCHNO SR-SDMED|0|Position_Record_Number
40703811_0|P-008975-HOSP LAB TCHN 2-SDMED|0|Position_Record_Number
40703812_0|P-008966-ULTRASOUND TCHNO SR-SDMED|0|Position_Record_Number
40703841_0|P-008916-VOC NURSE SR-SDMED|0|Position_Record_Number
40703947_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40703970_0|P-005234-FOOD SVC SUPV 1-SDMED|0|Position_Record_Number
40703990_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40704033_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40704050_0|P-009054-RESP CARE PRACT TCHN-SDMED|0|Position_Record_Number
40704099_0|P-005833-LINEN SVC WORKER-SDMED|0|Position_Record_Number
40704133_0|P-006621-Mgr Inpatient Pharmacy-SDMED|0|Position_Record_Number
40704148_0|P-008939-CLIN LAB SCI SPEC-SDMED|0|Position_Record_Number
40704226_0|P-008916-VOC NURSE SR-SDCMP|0|Position_Record_Number
40704382_0|P-009000-Infusion Coordinator Lead-SDMED|0|Position_Record_Number
40704392_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40704396_0|P-009012-RAD THER TCHNO SR-SDMED|0|Position_Record_Number
40704400_0|P-004723-Provider Enrollment Coord-SDCMP|0|Position_Record_Number
40704401_0|P-004722-Transplant Assistant-SDMED|0|Position_Record_Number
40704443_0|P-000502-EXEC CHEF 5-SDMED|0|Position_Record_Number
40704207_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40704282_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40704312_0|P-009023-RADLG TCHNO-SDMED|0|Position_Record_Number
40704339_0|P-009119-NURSE PD-SDMED|0|Position_Record_Number
40704349_0|P-009139-CLIN NURSE 2-SDCMP|0|Position_Record_Number
40704385_0|P-009281-PHARMACY TCHN 3-SDMED|0|Position_Record_Number
40704468_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40704475_0|P-008919-EMERGENCY TRAUMA TCHN SR-SDMED|0|Position_Record_Number
40704487_0|P-009138-CLIN NURSE 3-SDMED|0|Position_Record_Number
40704509_0|P-006580-Dir Rev Cycle Cont Improv-SDMED|0|Position_Record_Number
40704537_0|P-007735-GEN ACCOUNTANT 3-SDMED|0|Position_Record_Number
40704551_0|P-008965-ULTRASOUND TCHNO PRN-SDMED|0|Position_Record_Number
40704567_0|P-005077-MED CTR STOREKEEPER SR-SDMED|0|Position_Record_Number
40704581_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40704639_0|P-004672-CLERK SR OR SECR-SDMED|0|Position_Record_Number
40704710_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40704711_0|P-009102-CT TCHNO SR-SDMED|0|Position_Record_Number
40704769_0|P-009247-STAFF PHARMACIST 2-SDMED|0|Position_Record_Number
40704808_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40704832_0|P-009251-Call Center Specialist-SDCMP|0|Position_Record_Number
40704878_0|P-009252-Security Agent-SDMED|0|Position_Record_Number
40704951_0|P-009251-Patient Service Representative-SDCMP|0|Position_Record_Number
40704954_0|P-009049-REG RESP THER 1-SDMED|0|Position_Record_Number
40705012_0|P-006210-CLIN REGIS ANL 3-SDMED|0|Position_Record_Number
40705028_0|P-009054-RESP CARE PRACT TCHN-SDMED|0|Position_Record_Number
40705044_0|P-004148-BUS DEV HC PROFL 3-SDMED|0|Position_Record_Number
40705092_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40705183_0|P-005633-GEN ACCOUNTANT 5 HC-SDMED|0|Position_Record_Number
40705187_0|P-008988-CYTOGENETIC TCHNO 1-SDMED|0|Position_Record_Number
40705311_0|P-004663-PATIENT BILLER 3-SDCMP|0|Position_Record_Number
40705312_0|P-004722-Clinical-Surgical Coordinator-SDCMP|0|Position_Record_Number
40705327_0|P-004604-RISK MGT HC PROFL 3-SDMED|0|Position_Record_Number
40705329_0|P-005076-MED CTR STOREKEEPER LD-SDMED|0|Position_Record_Number
40705347_0|P-009138-CLIN NURSE 3-SDMED|0|Position_Record_Number
40705361_0|P-008939-CLIN LAB SCI SPEC-SDMED|0|Position_Record_Number
40705417_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40705439_0|P-006811-Ambulatory Mgr Hillcrest Psych-SDCMP|0|Position_Record_Number
40705486_0|P-008922-NURSE AID SR-SDMED|0|Position_Record_Number
40705522_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40705528_0|P-007870-CASE MGR EX-SDMED|0|Position_Record_Number
40705551_1|P-007720-Leave of Absence Case Manager-SDMED|0|Position_Record_Number
40705554_0|P-006474-Mgr Nursing-SDMED|0|Position_Record_Number
40705599_0|P-005129-MED CTR FOOD SVC WORKER PRN-SDMED|0|Position_Record_Number
40705620_0|P-005087-MED CTR CUSTODIAN-SDMED|0|Position_Record_Number
40705622_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40705637_0|P-004590-PAT ACCESS SVC SUPV 2-SDMED|0|Position_Record_Number
40705671_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40705673_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40705681_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40705739_0|P-005582-Chief Qual & Patient Safety-SDMED|0|Position_Record_Number
40705748_1|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40705788_0|P-008916-VOC NURSE SR-SDCMP|0|Position_Record_Number
40705801_0|P-009119-NURSE PD-SDMED|0|Position_Record_Number
40705820_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40705857_0|P-008930-SURGICAL TCHN SR-SDMED|0|Position_Record_Number
40705859_0|P-009000-HOSP BLANK AST 4-SDCMP|0|Position_Record_Number
40705924_0|P-009251-Scheduler-SDCMP|0|Position_Record_Number
40705991_0|P-006569-CLIN LAB SUPV 2-SDMED|0|Position_Record_Number
40706082_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40706109_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40706110_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40706167_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40706195_0|P-008939-CLIN LAB SCI SPEC-SDMED|0|Position_Record_Number
40706296_0|P-008930-SURGICAL TCHN SR-SDMED|0|Position_Record_Number
40706306_1|P-004592-PAT REL SUPV 2-SDMED|0|Position_Record_Number
40706308_0|P-008939-CLIN LAB SCI SPEC-SDMED|0|Position_Record_Number
40706374_0|P-009252-Transporter-SDMED|0|Position_Record_Number
40706382_0|P-009251-Patient Access Representative-SDMED|0|Position_Record_Number
40706388_0|P-009138-CLIN NURSE 3-SDMED|0|Position_Record_Number
40706424_1|P-004722-Financial Counselor-SDMED|0|Position_Record_Number
40706437_0|P-005087-MED CTR CUSTODIAN-SDMED|0|Position_Record_Number
40706456_0|P-009219-STERILE PROCESSING TCHN 3-SDMED|0|Position_Record_Number
40704448_0|P-008138-ELECTRN-SDMED|0|Position_Record_Number
40704463_0|P-007725-Compensation Coordinator-SDMED|0|Position_Record_Number
40704494_0|P-008921-NURSE AID SR PD-SDMED|0|Position_Record_Number
40704555_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40704563_0|P-009139-CLIN NURSE 2-SDCMP|0|Position_Record_Number
40704585_0|P-005087-MED CTR CUSTODIAN-SDMED|0|Position_Record_Number
40704636_0|P-008921-NURSE AID SR PD-SDMED|0|Position_Record_Number
40704672_0|P-009281-PHARMACY TCHN 3-SDMED|0|Position_Record_Number
40704719_0|P-000562-ORGANIZATIONAL CNSLT 4-SDMED|0|Position_Record_Number
40704797_0|P-008974-HOSP LAB TCHN 3-SDMED|0|Position_Record_Number
40704828_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40704918_0|P-006507-Nurse Manager-SDMED|0|Position_Record_Number
40704964_0|P-008975-HOSP LAB TCHN 2-SDMED|0|Position_Record_Number
40705010_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40705020_0|P-008994-MED AST 2-SDCMP|0|Position_Record_Number
40705082_0|P-009079-MRI TCHNO SR-SDMED|0|Position_Record_Number
40705128_0|P-009251-Front Desk Coordinator-SDMED|0|Position_Record_Number
40705144_0|P-009138-CLIN NURSE 3-SDMED|0|Position_Record_Number
40705147_0|P-008916-VOC NURSE SR-SDMED|0|Position_Record_Number
40705189_0|P-009251-Patient Access Representative-SDMED|0|Position_Record_Number
40705212_0|P-009251-Call Center Specialist-SDCMP|0|Position_Record_Number
40705273_0|P-006039-CLIN APPLICATIONS PROFL 4-SDMED|0|Position_Record_Number
40705345_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40705373_0|P-005819-EVS Shift Supervisor - Evening-SDMED|0|Position_Record_Number
40705412_0|P-005730-Dir Donor Dev-Strategic Part-SDMED|0|Position_Record_Number
40705414_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40705423_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40705426_0|P-009509-PERFUSIONIST SR EX-SDMED|0|Position_Record_Number
40705465_0|P-004608-LVN Supv Urology-SDMED|0|Position_Record_Number
40705471_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40705608_0|P-007943-PHYS THER 3 NEX-SDMED|0|Position_Record_Number
40705610_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40705618_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40705632_1|P-009147-NURSE PRACT 2-SDMED|0|Position_Record_Number
40705642_0|P-005087-MED CTR CUSTODIAN-SDMED|0|Position_Record_Number
40705645_0|P-009138-CLIN NURSE 3-SDMED|0|Position_Record_Number
40705667_0|P-009048-RESP THER 2-SDMED|0|Position_Record_Number
40705713_1|P-009252-Operating Room Materials Asst-SDMED|0|Position_Record_Number
40705735_0|P-007398-PROJECT POLICY ANL 3-SDCMP|0|Position_Record_Number
40705742_0|P-009156-BIOMED EQUIP TCHN 2-SDMED|0|Position_Record_Number
40705784_0|P-006472-Mgr Ambul Care Administration-SDMED|0|Position_Record_Number
40705841_0|P-008994-MED AST 2-SDCMP|0|Position_Record_Number
40705863_0|P-008994-Medical Assistant-SDCMP|0|Position_Record_Number
40705903_0|P-005525-Provider Enroll-Credential Anl-SDCMP|0|Position_Record_Number
40705905_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40705914_0|P-007560-Training Supv Service Desk-SDMED|0|Position_Record_Number
40705936_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40705938_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40706033_0|P-009251-Scheduler-SDMED|0|Position_Record_Number
40706069_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40706106_0|P-009293-PHLEBOTOMIST CERT TCHN 2-SDMED|0|Position_Record_Number
40706107_0|P-000520-SYS ADM 4-SDMED|0|Position_Record_Number
40706116_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40706117_0|P-005076-MED CTR STOREKEEPER LD-SDMED|0|Position_Record_Number
40706123_0|P-008916-VOC NURSE SR-SDMED|0|Position_Record_Number
40706233_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40706240_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40706281_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40706289_0|P-008939-CLIN LAB SCI SPEC-SDMED|0|Position_Record_Number
40706302_0|P-008916-VOC NURSE SR-SDCMP|0|Position_Record_Number
40706343_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40706363_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40706377_0|P-009316-CLIN SOCIAL WORKER 2 PD-SDMED|0|Position_Record_Number
40706379_0|P-005076-MED CTR STOREKEEPER LD-SDMED|0|Position_Record_Number
40706399_0|P-005087-MED CTR CUSTODIAN-SDMED|0|Position_Record_Number
40706406_0|P-004460-BEH HEALTH COUNSELOR 4 HX-SDMED|0|Position_Record_Number
40706450_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40706493_0|P-008930-SURGICAL TCHN SR-SDMED|0|Position_Record_Number
40706509_0|P-008916-VOC NURSE SR-SDCMP|0|Position_Record_Number
40706576_0|P-007870-CASE MGR EX-SDMED|0|Position_Record_Number
40706620_0|P-008274-CTRL UTILITY PLT OPR-SDMED|0|Position_Record_Number
40706629_1|P-009119-NURSE PD-SDMED|0|Position_Record_Number
40706643_0|P-007589-PB Revenue Integrity Spec-SDMED|0|Position_Record_Number
40706644_0|P-009251-Call Center Specialist-SDCMP|0|Position_Record_Number
40706693_1|P-005087-MED CTR CUSTODIAN-SDMED|0|Position_Record_Number
40706704_0|P-004960-BUS INTEL SPEC 2-SDMED|0|Position_Record_Number
40706737_0|P-009086-CT TCHNO-SDMED|0|Position_Record_Number
40706808_0|P-008994-MED AST 2-SDCMP|0|Position_Record_Number
40706899_0|P-007870-CASE MGR EX-SDMED|0|Position_Record_Number
40706924_1|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40706941_0|P-008974-HOSP LAB TCHN 3-SDMED|0|Position_Record_Number
40706980_0|P-008922-NURSE AID SR-SDMED|0|Position_Record_Number
40706984_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40706989_0|P-004669-PAT BILL AND COLL SUPV 2-SDCMP|0|Position_Record_Number
40706992_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40707000_1|P-008865-STERILE PROCESSING TCHN 4-SDMED|0|Position_Record_Number
40707003_0|P-005087-MED CTR CUSTODIAN-SDMED|0|Position_Record_Number
40707019_0|P-005087-MED CTR CUSTODIAN-SDMED|0|Position_Record_Number
40686799_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40686801_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40686845_0|P-007726-Compensation Analyst-SDMED|0|Position_Record_Number
40686871_0|P-009251-Front Desk Coordinator-SDMED|0|Position_Record_Number
40686881_0|P-006506-Nurse Manager-SDMED|0|Position_Record_Number
40686940_0|P-005087-MED CTR CUSTODIAN-SDMED|0|Position_Record_Number
40687006_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40687025_0|P-004263-ADMIN OFCR 2 CX-SDMED|0|Position_Record_Number
40687039_0|P-009313-CLIN SOCIAL WORKER 3-SDMED|0|Position_Record_Number
40687058_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40687083_1|P-005125-MED CTR COOK SR-SDMED|0|Position_Record_Number
40687099_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40687117_0|P-009408-SPEECH PATHOLOGIST SR NEX-SDMED|0|Position_Record_Number
40687167_0|P-009139-CLIN NURSE 2-SDMED|0|Position_Record_Number
40687175_0|P-004494-PAT REL PROFL 2 CX-SDMED|0|Position_Record_Number
