Location Type|Parent Path|Location Name|Full Name|Description|Effective Date|Expiration Date|Address|Cost Center|Direct Work Percent|Indirect Work Percent|Timezone|Transferable|External ID
Financial Unit|UCSDH/Health Physician Group/Faculty Practice|4310109|4310109|PG Psychiatry|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Faculty Practice|4310110|4310110|PG Pulmonary|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Faculty Practice|4310113|4310113|Radiology|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Faculty Practice|4310118|4310118|Revenue Cycle Management|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Faculty Practice|4310120|4310120|PG Rheumatology|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Faculty Practice|4310121|4310121|Riverside|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Faculty Practice|4310123|4310123|Shared Expenses|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Faculty Practice|4310125|4310125|Sleep|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Faculty Practice|4310129|4310129|Surgical Oncology Administrati|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Faculty Practice|4310133|4310133|Transformational Health|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Faculty Practice|4310134|4310134|PG Transplant|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Faculty Practice|4310136|4310136|Trauma|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Faculty Practice|4310138|4310138|Urgent Care|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Faculty Practice|4310139|4310139|PG Urology|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Faculty Practice|4310142|4310142|PG Vascular|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Health Physician Group/Faculty Practice|4310152|4310152|Patient Access Team|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Perioperative|4200714|4200714|HC Main OR|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Perioperative|4200717|4200717|LJ Shiley OP Surgery Suite|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Perioperative|4200770|4200770|HC Anesthesia Monitoring|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Perioperative|4200795|4200795|Periop Support Services|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Pharmacy|4200188|4200188|Cancer Ctr Retail Pharmacy|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Pharmacy|4200189|4200189|Cancer Ctr Pharmacy|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Pharmacy|4200210|4200210|LJ Pharmacy IP Services|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Pharmacy|4200275|4200275|LJ OP Pharmacy|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Pharmacy|4200276|4200276|LJ Mixed Use Pharmacy|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Pharmacy|4200284|4200284|Encinitas Pharmacy|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Pharmacy|4200286|4200286|Encinitas Retail Pharmacy|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Pharmacy|4200313|4200313|LJ KOP Pharmacy|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Pharmacy|4200649|4200649|HC MOP Retail Pharmacy|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Pharmacy|4200657|4200657|HC MOP Main OR|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Pharmacy|4200726|4200726|HC Infusion Pharmacy|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Pharmacy|4200727|4200727|Pharmacy Administration|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Pharmacy|4200729|4200729|HC Front Street Pharmacy|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Pharmacy|4200733|4200733|Specialty Retail Pharmacy|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Pharmacy|4200753|4200753|Pharmacy Home Infusion|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Pharmacy|4200765|4200765|HC Pharmacy|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Pharmacy|4200766|4200766|Pharmacy Housestaff|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Pharmacy|4200769|4200769|HC Mixed Use Pharmacy|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Pharmacy|4200797|4200797|HC Outpatient Pharmacy|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Pharmacy|4200836|4200836|Pharmacy Invest Drug|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Psychiatry|4200221|4200221|Eating Disorder Clinic|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/PT-OT|4200224|4200224|LJ Physical Therapy|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/PT-OT|4200225|4200225|LJ KOP Rehab Therapy|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/PT-OT|4200330|4200330|LJ Speech Pathology|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/PT-OT|4200659|4200659|HC Speech Pathology|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/PT-OT|4200775|4200775|HC Physical Therapy|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/PT-OT|4200779|4200779|HC Occupational Therapy|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Radiology|4200183|4200183|Cancer Ctr PET-CT|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Radiology|4200191|4200191|LJ KOP Breast Imaging|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Radiology|4200202|4200202|LJ CT|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Radiology|4200203|4200203|LJ IR|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Radiology|4200204|4200204|LJ MRI|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Radiology|4200205|4200205|LJ Ultrasound|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Radiology|4200206|4200206|LJ Nuclear Medicine|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Radiology|4200207|4200207|LJ Diagnostic Imaging|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Radiology|4200317|4200317|LJ KOP CT|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Radiology|4200318|4200318|LJ KOP Diagnostic Imaging|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Radiology|4200319|4200319|LJ KOP Ultrasound|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Radiology|4200322|4200322|LJ KOP MRI|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Radiology|4200411|4200411|EC Critical Care Support Servi|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Radiology|4200617|4200617|HC MOP MRI|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Radiology|4200618|4200618|HC MOP Ultrasound|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Radiology|4200619|4200619|HC MOP Diagnostic Imaging|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Radiology|4200622|4200622|HC MOP CT|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Radiology|4200626|4200626|HC MOP Breast Imaging|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Radiology|4200627|4200627|HC MOP PET  CT|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Radiology|4200645|4200645|Vascular Access Services|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Radiology|4200704|4200704|HC MRI|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Radiology|4200756|4200756|HC Diagnostic Imaging|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Radiology|4200757|4200757|HC Radiology Infusions|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Radiology|4200758|4200758|HC Nuclear Medicine|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Radiology|4200759|4200759|HC Ultrasound|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Radiology|4200761|4200761|HC CT|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Radiology|4200763|4200763|HC IR|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Radiology|4200764|4200764|Imaging Services Admin|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Radiology|4200774|4200774|Radiology Scheduling|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Revenue Cycle|4200372|4200372|LJ Patient Access|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Revenue Cycle|4200511|4200511|EC Admitting|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Revenue Cycle|4200825|4200825|Health Information Svcs|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Revenue Cycle|4200837|4200837|Revenue Integrity|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Revenue Cycle|4200886|4200886|Single Billing Office|1900-01-01|3000-01-01|||||||
Financial Unit|UCSDH/Medical Center/Revenue Cycle|4200887|4200887|Clin Research Billing|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310100|2504|2504|FP PHLEBOTOMY 8899 UNIV CTR|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310100|2610|2610|FP PHLEBOTOMY 330 LEWIS|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310100|2621|2621|FP PHLEBOTOMY 9909 MIRA MESA BLVD|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310100|2622|2622|FP PHLEBOTOMY 9333 GENESEE|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310100|2623|2623|FP PHLEBOTOMY GARDEN VIEW|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310100|2624|2624|FP PHLEBOTOMY 910 SYCAMORE|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310100|2625|2625|FP PHLEBOTOMY DIRECTORS PLCE|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310101|2467|2467|FP PHYS REHAB PERLMAN|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310102|2430|2430|FP PLASTIC SURG|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310102|2842|2842|FP PLASTIC SURG 4520 EXEC DR|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310104|2038|2038|FP PRE BILLING|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310107|2533|2533|FP PROVIDER ED|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310108|2530|2530|FP PROVIDER ENROLL|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310109|2144|2144|FP PSYCH 8950 VLJ DR|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310109|2840|2840|FP PSYCH 16918 DOVE CANYON|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310109|2851|2851|FP PSYCH NARF|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310110|2435|2435|FP PULM 4520 EXEC DR|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310113|2727|2727|FP RADIOLOGY 4520 EXEC DR|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310113|2763|2763|FP RADIOLOGY GARDEN VIEW|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310113|2823|2823|FP RADIOLOGY 8910 VLJ DR|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310118|2472|2472|FP REV CYCLE MGMT|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310120|2550|2550|FP RHEUM PERLMAN|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310121|2031|2031|FP RIVERSIDE|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310123|2118|2118|FP SHARED EXP 4520 EXEC DR|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310123|2799|2799|FP SHARED EXP ECOB|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310125|2123|2123|FP PULM SLEEP 4520 EXEC DR|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310129|2422|2422|FP SURG ONC ADMIN|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310133|2674|2674|FP THT|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310133|2868|2868|FP THT LIGHTWAVE|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310134|2424|2424|FP TRANSPLANT|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310134|2461|2461|FP TRANSPLANT 4510 EXEC DR|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310136|2436|2436|FP TRAUMA|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310136|2892|2892|FP TRAUMA 4303 LA JOLLA VILLAGE|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310138|2492|2492|FP URGENT CARE 8910 VLJ DR|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310139|2437|2437|FP URO|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310139|2766|2766|FP URO 9333 GENESEE|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310142|2517|2517|FP VASCULAR 4510 EXEC DR|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310152|2582|2582|FP PATIENT ACCESS TEAM|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310158|2785|2785|FP ACSTIC NEUROMA-NEURO PERLMAN|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310177|2794|2794|FP IS ANALYTICS|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310179|2800|2800|FP SURG SPEC ADMIN|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310181|2793|2793|FP CLIENT SERV|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310182|2668|2668|FP PHARM REFILL|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310184|2852|2852|FP ANDROLOGY 9333 GENESEE|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310185|2735|2735|FP PG SECURITY|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310186|2865|2865|FP PG ENVIRONMENTAL SVCS|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310187|2864|2864|FP PG Parking and Valet|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Faculty Practice/4310188|2886|2886|FP GENDER HLTH HILLCREST|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Strategy/4310017|2765|2765|SV CT SURG LOMA LINDA|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Strategy/4310070|2897|2897|SV HOSPITALIST SELECT MEDICAL (VIBRA)|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Strategy/4310127|2667|2667|SV STRATEGY ADMIN|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Physician Group/Strategy/4310164|2775|2775|SV PADRES|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Science/Health Science Miscellaneous/3000004|2891|2891|CTI LIAISON|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Science/Health Science Miscellaneous/3000059|C43|C43|Peds Neo K Cody|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Science/Health Science Miscellaneous/3000059|C44|C44|Peds Neo J Millard|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Science/Health Science Miscellaneous/3000117|6075|6075|VCOAFRM|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Science/Health Science Miscellaneous/3000192|C38|C38|SP BOJORQUEZ HCAI 22-30029|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Science/Human Resources/3000219|0014|0014|ORG EFFECTIVENESS|1900-01-01|3000-01-01|||||||
Fund Group|UCSDH/Health Science/Human Resources/3000219|0015|0015|NON-LBR BENEFIT EXP|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Community Care/4310090/2693|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Community Care/4310090/2693|LVN|LVN|Licensed Vocational Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Community Care/4310090/2693|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Community Care/4310090/2693|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Community Care/4310090/2693|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Community Care/4310090/2815|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Community Care/4310090/2815|LVN|LVN|Licensed Vocational Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Community Care/4310090/2815|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Community Care/4310091/2704|LAB TECH|LAB TECH|Lab Technicians|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Community Care/4310095/2710|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Community Care/4310099/2742|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Community Care/4310099/2742|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Community Care/4310099/2742|TECH|TECH|Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Community Care/4310101/2733|ASST|ASST|Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Community Care/4310101/2733|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Community Care/4310101/2733|OT|OT|Occupational Therapy|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Community Care/4310101/2733|PT|PT|Physical Therapy|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Community Care/4310101/2733|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Community Care/4310113/2679|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Community Care/4310113/2679|MAMMO TECH|MAMMO TECH|Mammography Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Community Care/4310113/2679|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Community Care/4310113/2679|RAD TECH|RAD TECH|Radiology Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Community Care/4310113/2679|US TECH|US TECH|Ultrasound Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Community Care/4310113/2751|RAD TECH|RAD TECH|Radiology Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Community Care/4310113/2781|RAD TECH|RAD TECH|Radiology Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Community Care/4310113/2814|RAD TECH|RAD TECH|Radiology Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Community Care/4310120/2706|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Community Care/4310139/2841|LVN|LVN|Licensed Vocational Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Community Care/4310139/2841|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Community Care/4310182/2594|PHARM|PHARM|Pharmacy|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Community Care/4310182/2594|TECH|TECH|Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Community Care/4310186/2861|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/East Campus/4310009/2890|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/East Campus/4310022/2887|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/East Campus/4310022/2887|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/East Campus/4310027/2889|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310001/2553|ASST|ASST|Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310001/2553|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310001/2553|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310001/2553|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310002/2113|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310004/2015|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310004/2015|LVN|LVN|Licensed Vocational Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310004/2015|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310004/2015|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310004/2015|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310004/2015|TECH|TECH|Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310006/2675|ASST|ASST|Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310006/2675|CLS|CLS|Clinical Lab Scientist|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310006/2675|LVN|LVN|Licensed Vocational Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310006/2675|NM|NM|Nurse Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310006/2675|RN EDU|RN EDU|Nurse Educator|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310006/2675|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310006/2675|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310007/2501|ASST|ASST|Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310009/2554|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310009/2554|SUPV|SUPV|Supervisor|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310011/2670|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310013/2673|MGR|MGR|Manager|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310013/2673|STAFF|STAFF|Staff|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310014/2593|APP|APP|Advanced Practice Professional|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310014/2593|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310014/2593|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310048/2507|TECH|TECH|Technician|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310050/2434|APP|APP|Advanced Practice Professional|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310050/2434|HA|HA|Hospital Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310050/2434|LVN|LVN|Licensed Vocational Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310050/2434|MA|MA|Medical Assistant|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310050/2434|RN|RN|Nurse|1900-01-01|3000-01-01|||||||
Job|UCSDH/Health Physician Group/Faculty Practice/4310050/2469|ADMIN MGR|ADMIN MGR|Admin and Ambulatory Admin Managers|1900-01-01|3000-01-01|||||||
